app_id,title,release_date,release_year,game_age_years,age_bucket,genres_clean,main_genre,categories_clean,developer,publisher,original_price_clean,discount_pct_clean,discounted_price_clean,final_price,is_free_to_play,is_on_sale,dlc_available,has_dlc,age_rating,age_rating_category,win_support,mac_support,linux_support,multi_platform,awards,is_early_access,overall_review,overall_review_pct,overall_review_count,log_overall_review_count,recent_review,recent_review_pct,recent_review_count,log_recent_review_count
2278480,BUZZ,2024-01-11,2024.0,0.971937029431896,<1y,action;indie,action,"single-player, family sharing, profile features limited",LAUNDRY GAMES,LAUNDRY GAMES,,,250.0,250.0,False,False,0,False,0,All Ages,True,False,False,False,0,False,Positive,100.0,17.0,2.8903717578961645,,,,0.0
2657840,Project Coreward,2024-01-10,2024.0,0.974674880219028,<1y,adventure;casual;indie;rpg,adventure,"single-player, tracked controller support, vr only, family sharing, profile features limited",ExoElement Games,ExoElement Games,,,450.0,450.0,False,False,0,False,0,All Ages,True,False,False,False,0,False,,,,0.0,,,,0.0
2719650,Project XSTING,2024-01-05,2024.0,0.9883641341546886,<1y,action;casual;indie;early access,action,"single-player, steam achievements, steam cloud, family sharing, profile features limited",Saucy Melon,Saucy Melon,,,400.0,400.0,False,False,0,False,0,All Ages,True,False,False,False,0,True,Positive,100.0,14.0,2.70805020110221,,,,0.0
2644670,Data Garden,2023-12-01,2023.0,1.0841889117043122,1-3y,indie,indie,"single-player, family sharing, profile features limited",Shaman Garage,Shaman Garage,,,200.0,200.0,False,False,0,False,0,All Ages,True,True,True,True,0,False,Positive,100.0,17.0,2.8903717578961645,,,,0.0
2305900,GUNFIELD,2023-11-15,2023.0,1.1279945242984255,1-3y,action;indie;early access,action,"single-player, steam achievements, steam cloud, family sharing, profile features limited",Shiv,Shiv,,,200.0,200.0,False,False,0,False,0,All Ages,True,False,False,False,0,True,Positive,97.0,37.0,3.6375861597263857,,,,0.0
1095480,Operation Valor,2023-10-19,2023.0,1.2019164955509924,1-3y,action;casual;indie;strategy,action,"online pvp, family sharing, profile features limited","One Dawn Studios, LLC.","One Dawn Studios, LLC.",,,250.0,250.0,False,False,2,True,0,All Ages,True,False,False,False,0,False,Positive,95.0,42.0,3.7612001156935615,,,,0.0
2490750,The Dungeon Tower,2023-09-11,2023.0,1.3059548254620124,1-3y,action;adventure;casual;indie;rpg,action,"single-player, steam cloud, family sharing, profile features limited",Roberto Trasarti,Roberto Trasarti,250.0,20.0,200.0,200.0,False,True,0,False,0,All Ages,True,True,False,True,0,False,Positive,100.0,10.0,2.3978952727983707,,,,0.0
2140850,Looper Tactics,2023-08-28,2023.0,1.3442847364818618,1-3y,adventure;casual;indie;rpg;strategy,adventure,"single-player, steam achievements, steam trading cards, steam cloud, family sharing",墨香如故,2P Games,,,530.0,530.0,False,False,1,True,0,All Ages,True,True,False,True,0,False,Very Positive,90.0,379.0,5.940171252720432,,,,0.0
2546630,Zombie Survivor: Undead City Attack,2023-08-25,2023.0,1.352498288843258,1-3y,action;adventure;casual;indie;racing;rpg;simulation;sports;strategy,action,"single-player, family sharing, profile features limited",HapGames,HapGames,,,300.0,300.0,False,False,0,False,0,All Ages,True,False,False,False,0,False,Positive,90.0,10.0,2.3978952727983707,,,,0.0
2296550,Axon TD: Uprising - Tower Defense,2023-08-02,2023.0,1.4154688569472964,1-3y,indie;strategy;early access,indie,"single-player, online co-op, steam achievements, steam workshop, steam cloud, steam leaderboards, family sharing",Element Studios,Element Studios,,,799.0,799.0,False,False,0,False,0,All Ages,True,False,False,False,0,True,Very Positive,91.0,228.0,5.43372200355424,Very Positive,100.0,22.0,3.1354942159291497
2500240,Crossroad of Worlds: Cursed Letters Collector's Edition,2023-08-02,2023.0,1.4154688569472964,1-3y,adventure;casual,adventure,"single-player, family sharing, profile features limited",Do Games Limited,Do Games Limited,,,480.0,480.0,False,False,0,False,0,All Ages,True,False,False,False,0,False,,,,0.0,,,,0.0
2451860,Fantastic Dream,2023-07-10,2023.0,1.4784394250513346,1-3y,casual,casual,"single-player, profile features limited",Ercheng,Ercheng,,,0.0,0.0,True,False,0,False,0,All Ages,True,False,False,False,0,False,Positive,100.0,48.0,3.8918202981106265,,,,0.0
2354120,Mortanis Prisoners #1,2023-06-30,2023.0,1.5058179329226558,1-3y,action;adventure;indie;early access,action,"single-player, family sharing, profile features limited",Honor Games,Honor Games,,,880.0,880.0,False,False,0,False,0,All Ages,True,False,False,False,0,True,Mostly Positive,70.0,17.0,2.8903717578961645,,,,0.0
2280220,GUNWATCH: Conflict Survival,2023-01-27,2023.0,1.9274469541409995,1-3y,action;casual;indie,action,"single-player, online pvp, online co-op, profile features limited",Game Development Alexander Lamers,Game Development Alexander Lamers,,,0.0,0.0,True,False,0,False,0,All Ages,True,False,False,False,1,False,Mixed,43.0,16.0,2.833213344056216,,,,0.0
1798670,Horoscopicus,2022-10-20,2022.0,2.198494182067077,1-3y,action;adventure;indie,action,"single-player, steam achievements, steam cloud, remote play on tv, family sharing, profile features limited",AlexSantosWorks,AlexSantosWorks,,,300.0,300.0,False,False,1,True,0,All Ages,True,False,False,False,0,False,Positive,100.0,11.0,2.4849066497880004,,,,0.0
2095570,ChatFight!,2022-10-04,2022.0,2.242299794661191,1-3y,action;casual;free to play;indie;simulation;early access,action,"single-player, profile features limited",Kelvin Newton,Kelvin Newton,,,0.0,0.0,True,False,0,False,0,All Ages,True,False,False,False,0,True,Mixed,66.0,12.0,2.5649493574615367,,,,0.0
2120680,Bogey Brian,2022-09-29,2022.0,2.2559890485968515,1-3y,action;free to play;early access,action,"single-player, profile features limited",Calthies,Calthies,,,0.0,0.0,True,False,0,False,0,All Ages,True,False,False,False,0,True,Positive,100.0,11.0,2.4849066497880004,,,,0.0
1273400,Construction Simulator,2022-09-20,2022.0,2.2806297056810405,1-3y,casual;simulation,casual,"single-player, online co-op, steam achievements, steam cloud, family sharing",weltenbauer. Software Entwicklung GmbH,astragon Entertainment,,,1500.0,1500.0,False,False,16,True,0,All Ages,True,False,False,False,0,False,Very Positive,81.0,6563.0,8.789355452209982,Very Positive,83.0,125.0,4.836281906951478
1970210,Connected Hearts: Fortune Play Collector's Edition,2022-09-05,2022.0,2.321697467488022,1-3y,adventure;casual,adventure,"single-player, family sharing, profile features limited",Do Games Limited,Do Games Limited,,,345.0,345.0,False,False,0,False,0,All Ages,True,False,False,False,0,False,,,,0.0,,,,0.0
